A,B,C,D,E,F,G,H,I,J
0.17004448,0.7878059,0.7366606,0.24423152,0.7213357,0.85732836,0.59917486,0.4610349,0.47285417,0.38311997
0.5486702,0.45072523,0.41374403,0.39525905,0.3607992,0.29615897,0.6131477,0.49841917,0.32155007,0.4805025
0.4420819,0.7476343,0.26893783,0.2545851,0.63049597,0.5145207,0.6765369,0.32502168,0.53049487,0.3839104
0.53935266,0.5531335,0.52404255,0.5567235,0.74026376,0.816918,0.6227688,0.6118712,0.4773003,0.35386825
0.5560777,0.59457606,0.6779076,0.5504038,0.4834966,0.39212137,0.54545623,0.50523704,0.56772584,0.29323167
0.545362,0.76437366,0.7004806,0.33862305,0.614021,0.3393158,0.4996457,0.54520667,0.59425473,0.49175605
0.5450048,0.67462176,0.51965654,0.49291816,0.52841747,0.52985525,0.4374218,0.4102958,0.5562279,0.38254955
0.33200505,0.70284927,0.71590847,0.54668164,0.7034598,0.43859977,0.2710439,0.49270284,0.60355777,0.3605556
0.49625957,0.28073004,0.44672784,0.39900172,0.6332278,0.35531995,0.22296602,0.6024922,0.43433928,0.50058997
0.2402285,0.2715863,0.3612727,0.26388377,0.6257882,0.28613052,0.4202139,0.40619445,0.28003132,0.6683382
0.28951418,0.4565161,0.5937837,0.38120252,0.42038366,0.63124686,0.2713872,0.42495435,0.7261687,0.39225242
0.36966428,0.59710956,0.29807854,0.54261696,0.5569765,0.5240191,0.41432,0.3522602,0.48906213,0.32704893
0.549862,0.6765955,0.50109327,0.33270788,0.56122214,0.5755384,0.27167377,0.37597984,0.51994705,0.628393
0.811008,0.07994416,0.41990435,0.4576995,0.72730374,0.38289523,0.38777196,0.40797627,0.7115859,0.3254441
0.2516195,0.14606073,0.60128057,0.34953937,0.9467653,0.6248844,0.6424728,0.74240166,0.40493408,0.42895535
0.23747519,0.64238596,0.6779403,0.47250646,0.8613385,0.23527679,0.7529141,0.52827793,0.5462353,0.43801206
0.25077444,0.59931326,0.68407637,0.3598575,0.49500275,0.332951,0.68753344,0.654364,0.46404245,0.6942593
0.18458481,0.51461476,0.537093,0.4330588,0.6485499,0.3398003,0.6180996,0.44332594,0.42959583,0.3150797
0.3897113,0.56920964,0.5781567,0.23170356,0.64664614,0.34795055,0.758848,0.4996983,0.41790557,0.40639195
0.57470745,0.6826886,0.47786948,0.37668717,0.6310036,0.40709177,0.8344926,0.45850763,0.4280358,0.72933996
0.6208568,0.5311361,0.356758,0.48568207,0.6323925,0.6280387,0.9736713,0.48817182,0.44329152,0.583544
0.4314927,0.8314988,0.38165724,0.47151533,0.6832584,0.6206439,0.94221395,0.3216289,0.36020198,0.5012015
0.5078495,0.66295356,0.44251022,0.512533,0.35332066,0.46745482,0.8719663,0.49311504,0.49284676,0.44823033
0.29573825,0.7137838,0.4428262,0.46404877,0.5423124,0.49749628,0.5011566,0.42744833,0.5822488,0.41362786
0.5165862,0.3616109,0.37404785,0.53927284,0.64599377,0.221915,0.6560327,0.27452987,0.61008775,0.17923902
0.3226927,0.34457734,0.4876219,0.26020068,0.8528702,0.38219905,0.5522376,0.35609427,0.7482701,0.56555176
0.20494133,0.410913,0.36348066,0.42303574,0.6261342,0.48779935,0.6578183,0.6159544,0.2374084,0.39585248
0.3462971,0.5566873,0.48403645,0.27482128,0.48002264,0.47952616,0.7787646,0.57094324,0.72747,0.2458371
0.35392773,0.68911934,0.2737324,0.75260246,0.5789977,0.41509905,0.51023424,0.37731487,0.408444,0.68875206
0.2627232,0.69208336,0.7729896,0.24685234,0.6022543,0.6404119,0.5412231,0.33644354,0.39146176,0.7568637
0.30793113,0.2936545,0.5389795,0.47497922,0.48531228,0.67989767,0.6423754,0.36004603,0.56690186,0.32642338
0.26838368,0.59876645,0.6824904,0.32720715,0.5827018,0.3984602,0.61782336,0.51727694,0.26868194,0.1501495
0.22006169,0.30343646,0.46891308,0.46169153,0.4530794,0.20056146,0.583144,0.46344197,0.4278201,0.5012794
