A,B,C,D,E,F,G,H,I,J
0.50101084,0.55171615,0.43068394,0.8139074,0.38007134,0.4573589,0.5188899,0.7195009,0.40139472,0.6027935
0.34247148,0.6576448,0.6804098,0.23356012,0.5772748,0.5936924,0.58924747,0.45506823,0.31998444,0.49195766
0.37498832,0.6318779,0.32310706,0.4568767,0.69330806,0.38562933,0.5289019,0.6081945,0.29334155,0.76175386
0.49499905,0.3105883,0.6201807,0.59550947,0.58972836,0.38674173,0.51964056,0.503357,0.69797397,0.6980511
0.56588936,0.24481812,0.52450377,0.83654493,0.5281096,0.8306067,0.48877618,0.4170371,0.4516844,0.37183833
0.4477168,0.47990948,0.26076207,0.2215766,0.6647604,0.6731663,0.41458875,0.70382994,0.45580074,0.3387046
0.23997808,0.62173855,0.70170355,0.5702983,0.5715124,0.14854273,0.40113318,0.50856566,0.39450696,0.42230812
0.56062347,-0.026677847,0.5180057,0.64971435,0.7638438,0.49431252,0.2852644,0.2220656,0.2150065,0.32040113
0.3083641,0.24739191,0.47708723,0.5708573,0.6764087,0.48853767,0.67789066,0.39620984,0.2634809,0.51537526
0.3424902,0.42615676,0.52561885,0.50195694,0.9081924,0.6793046,0.44530156,0.26407322,0.58791256,0.35991836
0.5894556,0.7359102,0.46876544,0.29913747,0.67452043,0.8970357,0.3951648,0.7594694,0.41047364,0.51427066
0.6361859,0.63707787,0.57176155,0.74166507,0.6259897,0.73852324,0.62407804,0.5033057,0.48910728,0.611246
0.37531373,0.6748662,0.5404596,0.19214752,0.4046599,0.76885664,0.58202535,0.6957514,0.7076812,0.50366014
0.29348934,0.5370856,0.6600034,0.56271005,0.44793227,0.43039152,0.48676416,0.7003345,0.5116713,0.21328086
0.5701156,0.33428627,0.4583809,0.46228808,0.5356394,0.56579477,0.5939561,0.4940005,0.48892137,0.34970438
0.46062288,0.64641726,0.40829578,0.52163994,0.40098494,0.57666117,0.29470128,0.711822,0.28185874,0.7200922
0.4346336,0.5188584,0.5047408,0.34744298,0.30585086,0.4791044,0.9606588,0.42815357,0.5810452,0.58459
0.37529376,0.43470645,0.47967714,0.38208866,0.3365274,0.41669318,0.3569566,0.3681442,0.41281685,0.74905777
0.52665156,0.32087728,0.3884416,0.23356012,0.5909362,0.10436493,0.4465486,0.46064398,0.61891556,0.41829115
0.4810567,0.31626385,0.7773732,0.400522,0.4013918,0.33423197,0.46789795,0.4678976,0.5657081,0.4782788
0.3524032,0.33117288,0.3359687,0.17201889,0.58554333,0.466162,0.34029752,0.4615222,0.6451994,0.61173016
0.6445898,0.6025343,0.4451197,0.35052514,0.47418153,0.51178855,0.55910814,0.50512147,0.43798313,0.6975134
0.49847028,0.41415614,0.40359184,0.5114502,0.6989515,0.50646156,0.6239393,0.5108079,0.5414355,0.29136658
0.30471438,0.6605363,0.6549422,0.47464037,0.30435467,0.35408762,0.34777644,0.6111405,0.46947348,0.49434146
0.66194224,0.36192223,0.41312435,0.32226536,0.48615843,0.6173322,0.5985697,0.35516527,0.33634418,0.5144012
0.60165596,0.6590354,0.37753382,0.64801127,0.6993018,0.37517858,0.36445123,0.70976317,0.5405098,0.643663
0.4288608,0.42092583,0.5585812,0.36992607,0.5021339,0.6605687,0.45604518,0.57457644,0.44758236,0.3126295
0.74041843,0.586605,0.3760415,0.33052963,0.4883939,0.8135625,0.5930665,0.41952947,0.2816197,0.5227693
0.54954827,0.611745,0.5691626,0.5322053,0.32685667,0.17604274,0.66542757,0.45616958,0.42012832,0.9359902
0.57883185,0.26310405,0.2638115,0.7150774,0.6944089,0.5646803,0.3515735,0.049887568,0.4245847,0.69170666
0.42608652,0.25704688,0.4732935,0.8241646,0.5294665,0.46409833,0.31672156,0.5636579,0.19692972,0.2688657
0.40863475,0.49367988,0.63358796,0.31428754,0.7386639,0.6332321,0.53618586,0.8580353,0.63001704,0.5809357
0.445093,0.8713857,0.7419231,0.38142684,0.57204926,0.716041,0.7812877,0.7373806,0.50393814,0.20270163
0.6618735,0.58697784,0.45413604,0.56271005,0.7344765,0.61916935,0.562242,0.55247694,0.38258868,0.34657198
0.54163194,0.34628263,0.7876028,0.5351352,0.6145207,0.59094936,0.6717274,0.5915952,0.24509086,0.61470956
0.28608462,0.56354564,0.5623564,0.72646445,0.58136207,0.67695165,0.537728,0.6286063,0.61554015,0.4759874
0.44289145,0.40037125,0.46228644,0.58079225,0.4478812,0.7516051,0.6437248,0.6329954,0.47387922,0.43720046
0.48451015,0.6177767,0.31467485,0.49819565,0.5273533,0.36507678,0.85168743,0.363498,0.5749892,0.25680172
0.34699538,0.3722307,0.28687197,0.55701643,0.6496494,0.26711786,0.43075868,0.2723719,0.42656788,0.5967448
0.73919415,0.4983276,0.54789597,0.38615984,0.4499564,0.29753143,0.2378825,0.51446897,0.61891556,0.15951592
0.49958456,0.39562467,0.48124066,0.48464897,0.76150316,0.54516613,0.46905276,0.26271346,0.37547928,0.52914083
0.3811297,0.38536555,0.34838873,0.68213314,0.43149292,0.5707278,0.5235208,0.5879416,0.45400038,0.48243138
0.338653,0.6522625,0.29825887,0.9035475,0.17346361,0.39302722,0.4638862,0.5689299,0.47985828,0.45739087
0.55364865,0.52700484,0.24647686,0.50678366,0.60220337,-0.042396635,0.53333807,0.24572664,0.44758236,0.40961605
0.62407655,0.64458895,0.41151074,0.52163994,0.26530623,0.5668301,0.16879323,0.3389843,0.58508056,0.34802115
0.6394794,0.36389667,0.35285348,0.4483415,0.34985557,0.5139624,0.49895877,0.47009504,0.6406753,0.6057473
0.477978,0.62924933,0.49536464,0.46629748,0.52372605,0.41814396,0.43961608,0.5208333,0.58733135,0.6470376
0.5770131,0.17809203,0.41988394,0.48665634,0.6276344,0.2611989,0.44042736,0.6853877,0.33637315,0.29946244
0.39632636,0.5346462,0.46339557,0.5856186,0.48204792,0.64746714,0.4706915,0.461596,0.34348384,0.56890273
0.4397559,0.13857645,0.48421285,0.46304953,0.618397,0.5950744,0.42696214,0.6463559,0.63334686,0.03916478
0.5025223,0.46144402,0.40441188,0.39899245,0.48615474,0.6817035,0.700148,0.4436706,0.47887605,0.3625728
0.4597442,0.5960542,0.47834593,0.23469773,0.42789763,0.4949472,0.4312209,0.44478422,0.52070254,0.45482072
0.43639544,0.446361,0.4530133,0.64887756,0.6665504,0.4571306,0.7851559,0.6499975,0.43166915,0.60401785
0.6571939,0.6101494,0.44038177,0.31513628,0.577818,0.52096885,0.71544003,0.42672065,0.31998444,0.75376606
0.16622633,0.36428738,0.43547964,0.44569772,0.50506324,0.493894,0.50085276,0.50901073,0.39434168,0.55511236
0.5133426,0.6252333,0.3075529,0.6700792,0.7097589,0.26879174,0.682727,0.33457926,0.38336354,0.47506574
0.88560164,0.6752356,0.6517278,0.5322053,0.3821186,0.5205498,0.60976595,0.59023017,0.40243596,0.3606104
0.7290365,0.31448603,0.5514779,0.45203498,0.53300714,0.68054616,0.5681022,0.43640813,0.43092602,0.36802977
0.4626568,0.5072428,0.29244187,0.321311,0.7665538,0.7698448,0.6022579,0.5382194,0.45276403,0.6028936
0.6198666,0.29458278,0.61259145,0.32387298,0.4252157,0.4482228,0.6609517,0.66728735,0.6451994,0.72027355
0.59559345,0.28966156,0.66057354,0.43060175,0.708116,0.22937685,0.4516078,0.3750303,0.78115547,0.7063428
0.6738187,0.6230473,0.4830191,0.32065022,0.73095495,0.7938185,0.4677241,0.3723923,0.47101977,0.4062863
0.3964668,0.8889774,0.46769542,0.5702983,0.44155604,0.6377751,0.5665249,0.76205385,0.3861885,0.5038395
0.6654425,0.2758172,0.81926584,0.38746238,0.32474428,0.41663507,0.9953915,0.4827268,0.50393814,0.54655457
0.5022186,0.3166523,0.30323485,0.3242162,0.5390096,0.8152528,0.8099725,0.3498219,0.49909797,0.7732246
0.7138642,1.0788759,0.5139805,0.5114502,0.7059305,0.30251393,0.52806133,0.70080835,0.1667758,0.34336042
0.7188249,0.4813967,0.91777533,0.7492682,0.68049294,0.6342162,0.54876566,0.5083004,0.4161397,0.41338044
0.32317042,0.56566674,0.54667836,0.09536493,0.62754554,0.7098498,0.62744176,0.5761568,0.31998444,0.6074211
0.6874938,0.8967631,0.50641805,0.47205052,0.75572896,0.26203504,0.89235663,0.3284333,0.33898228,0.604447
0.5730774,0.3491993,0.5475021,0.4079576,0.53930044,0.61358684,0.3538397,0.2030819,0.42925736,0.3985484
0.3582041,0.53944784,0.20304969,0.26147228,0.6182078,0.5343627,0.33593267,0.65513855,0.59568745,0.56296617
0.3025626,0.47365096,0.4582314,0.3283276,0.5086468,0.24477977,0.6295282,0.26223212,0.47628734,0.5277194
0.39443246,0.15560755,0.26038885,0.48403284,0.57947767,0.64957064,0.35920662,0.4734952,0.4395209,0.6966779
0.19720706,0.25474542,0.34203425,0.56922364,0.4631351,0.524081,0.7624946,0.6098561,0.33410412,0.32618463
0.3445086,0.5547844,0.59734225,0.58956236,0.57979524,0.30176947,0.5622006,0.37194857,0.31069678,0.51602304
0.47383863,0.49872404,0.43829754,0.61289275,0.4023776,0.3907905,0.4595276,0.31290796,0.48199815,0.3287155
0.680588,0.62744415,0.32488713,0.49819565,0.7305542,0.3995607,0.2880049,0.5174397,0.56378895,0.77720517
0.40509817,0.40462744,0.60907584,0.413754,0.45460036,0.3348768,0.6014574,0.7044301,0.40635812,0.7123296
0.3055407,0.3858698,0.4369796,0.2593032,0.5320125,0.5808907,0.42719847,0.40810153,0.4824346,0.48831257
0.6073605,0.62171644,0.41039667,0.21262607,0.5208131,0.49753046,0.38952982,0.49733785,0.44804636,0.5079844
0.53951603,0.7436687,0.5946104,0.683289,0.6449375,0.42179278,0.5469298,0.40017077,0.2987933,0.41786623
0.5822169,0.5209044,0.47686145,0.31212425,0.6331917,0.6024257,0.33861068,0.5610128,0.43798313,0.6283117
0.65771365,0.55513704,0.5789508,0.40188378,0.6641056,0.3447749,0.47105953,0.62093854,0.5860085,0.36802977
0.63933355,0.77282834,0.70371103,0.56630987,0.6297038,0.7450747,0.39392403,0.1419892,0.8531269,0.50262797
0.58314437,0.5111273,0.30521223,0.66698676,0.5117522,0.51407933,0.68774617,0.6203032,0.5500824,0.6910231
0.2710095,0.60208654,0.6872746,0.39570576,0.6913651,0.3529068,0.58467627,0.5811007,0.66213125,0.39932048
0.45118123,0.23361129,0.6300809,0.6407504,0.57712865,0.43213642,0.55637443,0.59759694,0.33410412,0.51166904
0.5664375,0.526966,0.4760085,0.44915852,0.5824624,0.91051614,0.510019,0.3248666,0.47478777,0.54232043
0.447672,0.5775991,0.4960337,0.4453635,0.5219275,0.51550174,0.57104737,1.0171441,0.5111944,0.57429427
0.7480176,0.74566686,0.7254603,0.82019293,0.484603,0.5363158,0.5870296,0.5445094,0.52996737,0.63043463
0.66722304,0.45365608,0.48379546,0.60875404,0.5980683,0.662396,0.59881496,0.4894737,0.6241797,0.70759976
0.3114733,0.60323286,0.5252113,0.5891326,0.5941681,0.2441087,0.6181202,0.8550271,0.59638786,0.54655457
0.57939756,0.3969106,0.59875405,0.32020074,0.45896792,0.5720441,0.4249356,0.16265762,0.6257709,0.45739087
0.20895791,0.8155211,0.36821944,0.47897598,0.71129185,0.6906334,0.48342928,0.36980873,0.36998272,0.44364667
0.55679035,0.8493029,0.44220737,0.26660067,0.63413024,0.6048473,0.5587528,0.44139498,0.4405408,0.36916548
0.6741241,0.861984,0.39482102,0.5856186,0.6479895,0.4863476,0.5218783,0.65497136,0.47114918,0.79631037
0.6735812,0.085210264,0.5049077,0.07707912,0.5671262,0.4416921,0.63644314,0.4886859,0.53449434,0.32040113
0.20919216,0.39760733,0.438708,0.53861797,0.7517411,0.63898915,0.39866853,0.55673677,0.24690223,0.5527686
0.2567029,0.71780455,0.56813097,0.30739903,0.56777465,0.44923663,0.44688904,0.43760422,0.64784414,0.6648154
0.7407207,0.53487676,0.4113063,0.54933566,0.69517237,0.5848127,0.46913695,0.44725558,0.32637733,0.53737277
0.4797598,0.41017863,0.5899702,0.54172444,0.5911712,0.65831894,0.54859924,0.49970382,0.35714477,0.5102652
0.445673,0.5341058,0.32481927,0.42869154,0.6051427,0.7003509,0.5207087,0.44077232,0.69797397,0.42969486
0.37947884,0.4303387,0.38448513,0.49819565,0.6177177,0.15124911,0.5722167,0.647539,0.5843492,0.51017356
0.48071748,0.4819095,0.53729665,0.5407629,0.5820014,0.4406344,0.5803802,0.37066698,0.29683393,0.54344827
0.8396566,0.42777893,0.36837715,0.67396086,0.74214417,0.6903719,0.464508,0.44385964,0.42479178,0.6975134
0.35029453,0.5777015,0.630981,0.55213886,0.47588098,0.57516074,0.58042586,0.6428806,0.53213143,0.29906735
0.28928262,0.42186567,0.5848651,0.48482987,0.5264081,0.5675502,0.61066747,0.19674188,0.55903083,0.25520036
0.74731946,0.81403255,0.2929704,0.62593377,0.7141724,0.6864376,0.29608166,0.46668556,0.5568055,0.6531131
0.5452988,0.15148431,0.5621217,0.51810485,0.49424428,0.58726716,0.5091684,0.48244527,0.384108,0.39129153
0.1415939,0.39395744,0.41103384,0.58971435,0.5841266,0.6301886,0.544579,0.22713009,0.25214264,0.34758335
0.4228373,0.70909584,0.34384185,0.83654493,0.82862556,0.5151445,0.5182462,0.44528064,0.67718387,0.72784495
0.48388252,0.6024394,0.519799,0.43001658,0.5477306,0.46919382,0.46692884,0.5627569,0.45561883,0.5098148
0.39081043,0.36614394,0.43375152,0.77478373,0.45970827,0.6952445,0.60183084,0.48276976,0.5116713,0.2177675
0.5729834,0.70467114,0.29405707,0.56070274,0.47010434,0.3082403,0.51462543,0.5505072,0.39233378,0.48179048
0.5977147,0.17662701,0.49559686,0.60956156,0.6069052,0.17582503,0.35585868,0.32192075,0.52117443,0.54531056
0.3344021,0.14190212,0.31081232,0.2691865,0.6092641,0.46704826,0.22710371,0.31669387,0.37529746,0.7154515
0.44324723,0.52849704,0.4784573,0.4396047,0.55856806,0.24277663,0.6627748,0.55336684,0.6020115,0.32653743
0.37793937,0.29666567,0.54235613,0.4862575,0.66664964,0.2299313,0.52303433,0.4110367,0.34408712,0.2688768
0.26723194,0.6566737,0.35811347,0.2215766,0.893679,0.74557996,0.5361172,0.17969349,0.2190758,0.3378756
0.56878054,0.6249368,0.41237232,0.4726717,0.5099063,0.5504654,0.83528274,0.67004174,0.38798058,0.3664077
0.63601726,0.5222865,0.37725812,0.26300386,0.73017305,0.16013375,0.58458924,0.538826,0.38072744,0.5203782
0.4292779,0.4342374,0.52056336,0.4279995,0.60856664,0.22579944,0.65143025,0.44187593,0.23464797,0.37331986
0.5077267,0.33661407,0.42515486,0.3399405,0.5473988,0.6827724,0.54506445,0.42525956,0.33756596,0.48279136
0.46861047,0.43094367,0.5457869,0.22929549,0.46364018,0.57655805,0.6577733,0.48345083,0.54340744,0.29967073
0.52258265,0.46996194,0.43705347,0.55583656,0.45202333,0.3640286,0.66317594,0.55546904,0.649449,0.6012821
0.7660192,0.38298172,0.61476636,0.65448344,0.6186846,0.5579601,0.55719864,0.25409955,0.6807117,0.3287155
0.3776595,0.4225578,0.37999162,0.5977719,0.59154063,0.66610515,0.3439235,0.43218872,0.57673186,0.92733747
0.3905693,0.32794335,0.4071438,0.5238269,0.5955201,0.50172204,0.50074655,0.52169055,0.74509907,0.713677
0.16574612,0.3073816,0.40647703,0.5044111,0.5329145,0.47837034,0.42701003,0.5560546,0.7294999,0.7489903
0.6280688,0.39619604,0.6369754,0.45130348,0.63652563,0.5724494,0.8800593,0.50101674,0.3952862,0.5029506
0.6982265,0.5598669,0.6306784,0.38208866,0.45201343,0.33045614,0.56424457,0.75181377,0.16832295,0.5522313
0.6121158,0.25065473,0.7096395,0.4079576,0.62883526,0.7290085,0.54505545,0.36497644,0.40638214,0.73461753
0.29211608,0.6117889,0.45034426,0.5182943,0.5541271,0.7672037,0.47129828,0.6770404,0.5848007,0.69497716
0.35896015,0.76027197,0.46293643,0.38587123,0.48556644,0.39005312,0.4588742,0.5504692,0.2560202,0.7402147
0.449486,0.19920668,0.51940835,0.5780585,0.5856114,0.6297173,0.38876158,0.51049024,0.60434645,0.630589
0.37654287,0.38722962,0.44411242,0.40974295,0.66427845,0.58611965,0.59071875,0.6793426,0.47887605,0.5841954
0.37028953,0.35089108,0.6181187,0.39141512,0.47339988,0.52730083,0.65808487,0.58135957,0.61891556,0.27399102
0.47252917,0.68081105,0.37760788,0.35481757,0.47826272,0.51689285,0.48275554,0.57096076,0.16511971,0.46852157
0.59987926,0.42914864,0.3280495,0.14188012,0.5021575,0.22730187,0.67191744,0.5171681,0.3971643,0.344892
0.7788271,0.13468349,0.65285313,0.6692933,0.57441604,0.104079604,0.37243474,0.55056745,0.43329185,0.35199744
0.3516724,0.38163993,0.37377426,0.47718048,0.5069201,0.83577466,0.30381984,0.32308003,0.06379819,0.0620299
0.4192859,0.5248822,0.39219162,0.35958016,0.36922365,0.48134965,0.708603,0.6952779,0.47261533,0.51840436
0.5352085,0.512369,0.30898955,0.31510848,0.46879393,0.51159704,0.53729,0.6307745,0.49929622,0.49345148
0.5252137,0.5987649,0.45233572,0.639326,0.6172854,0.34420285,0.5889747,0.29721358,0.34665278,0.4772152
0.5916913,0.23974785,0.58677274,0.55497694,0.68452656,0.31091434,0.45493162,0.45320094,0.6800276,0.61009175
0.3653384,0.5662068,0.81641483,0.4453635,0.5123466,0.47825,0.55569696,0.48615938,0.6300591,0.47535503
0.38762808,0.82026315,0.5208368,0.3668508,0.85868806,0.90764505,0.53016335,0.6999221,0.28185874,0.6917376
0.56019926,0.28347892,0.5191975,0.35427812,0.57715696,0.6125994,0.76894724,0.7310527,0.61113596,0.6505463
0.20852514,0.70108527,0.40385717,0.28870034,0.41173998,0.5841579,0.6889904,0.52301174,0.58386004,0.73976415
0.5253803,0.5253182,0.53201616,0.46973634,0.5621827,0.34873617,0.5374065,0.4124622,0.42012832,0.41460404
0.39215848,0.57452285,0.30407295,0.69258916,0.64610803,0.2973912,0.440978,0.36337274,0.5254004,0.50842917
0.49064177,0.5988662,0.45123374,0.33440238,0.31568253,0.4186621,0.33560392,0.47495538,0.5638779,0.29864973
0.7892591,0.75922024,0.24477872,0.47558662,0.52534693,0.36931503,0.37397045,0.49617165,0.44023785,0.41097778
0.47281477,0.2635256,0.45229602,0.47901088,0.40999722,0.2227415,0.6995131,0.65387493,0.5353045,0.6456443
0.2534073,0.63345855,0.50877386,0.57040185,0.555356,0.74300575,0.43067977,0.582063,0.40243596,0.66416794
0.7633498,0.5886153,0.36772606,0.6110076,0.4170136,0.23223466,0.68865144,0.6415631,0.74509907,0.51602304
0.57262874,0.40875375,0.3903775,0.26545477,0.41622883,0.44601426,0.42943844,0.21167895,0.55391836,0.35724196
0.50057757,0.64573544,0.18810561,0.25208646,0.64529026,0.47579738,0.56751966,0.60199577,0.19759032,0.49895048
0.44283572,0.5387919,0.41696417,0.5690414,0.6588399,0.2571305,0.5423473,0.34632277,0.30884522,0.5079844
0.5952102,0.42119867,0.68201524,0.27939337,0.7316336,0.30860138,0.4667236,0.53322846,0.38932502,0.85369015
0.33623737,0.7076036,0.45748168,0.8083457,0.6284235,0.9031948,0.36290532,0.6201452,0.35335788,0.33682954
0.32493782,0.49859935,0.5052023,0.24352421,0.6058584,0.56394964,0.67293656,0.7037659,0.60446817,0.2883625
0.7738795,0.38623416,0.47926018,0.68171066,0.8187734,0.6721383,0.69952095,0.393953,0.52516574,0.47225004
0.6074605,0.47393596,0.46740776,0.42993787,0.31232935,0.52502686,0.643483,0.4677152,0.35335788,0.71386755
0.3629636,0.68481016,0.39805952,0.6050451,0.6187421,0.34648803,0.57864255,0.4003612,0.42712486,0.29136413
0.56258225,0.45728028,0.5246531,0.33440238,0.34940997,0.46558577,0.7619536,0.46737745,0.34187245,0.67339337
0.5745909,0.65180546,0.22680789,0.67121947,0.37925714,0.42176965,0.48381823,0.5233711,0.23663428,0.36751002
0.54150516,0.18163693,0.61071193,0.33391958,0.5490295,0.4469887,0.40839174,0.47049004,0.30504704,0.60432327
0.27048305,0.39610803,0.3116466,0.62947935,0.5995818,0.5581974,0.40809032,0.30223733,0.73012125,0.91378117
0.48494023,0.29220203,0.33169198,0.46438363,0.5594629,0.74390405,0.35187283,0.52635485,0.39174134,0.41988432
0.40206802,0.22924441,0.5271625,0.52163994,0.5823903,0.47278485,0.61339486,0.48786458,0.5046018,0.13457063
0.26337257,0.40790588,0.5301882,0.61986065,0.499874,0.77617586,0.5772785,0.55366534,0.45238546,0.5320115
