A,B,C,D,E,F,G,H,I,J
0.54213345,0.47274795,0.5000703,0.5888237,0.5252336,0.5587491,0.68284076,0.6245278,0.48896825,0.4387558
0.6778591,0.60637647,0.50116974,0.64310086,0.25023827,0.30898237,0.5715627,0.4453478,0.5280939,0.6104152
0.4590883,0.39142302,0.2975226,0.7194552,0.3332137,0.2688248,0.51096106,0.32797974,0.86443865,0.6591502
0.42437,0.37167233,0.48723954,0.48524246,0.5372148,0.47902283,0.42918855,0.44663593,0.5069766,0.45299262
0.38570553,0.42354283,0.6707818,0.42547047,0.6606136,0.509181,0.44179153,0.5969905,0.43193597,0.47531697
0.42773914,0.8388306,0.39140406,0.6179478,0.5950163,0.49461102,0.44486597,0.32417914,0.7691174,0.49227926
0.5808382,0.48785204,0.7353378,0.41812155,0.5275318,0.6425049,0.3702641,0.50438625,0.51110363,0.43236232
0.23692924,0.68840706,0.46258754,0.3180821,0.52775437,0.5595452,0.5295075,0.57809603,0.7586175,0.5315587
0.5931294,0.63999605,0.3005907,0.36568135,0.8350005,0.28196275,0.4840967,0.635288,0.5153262,0.44037014
0.5472831,0.40018886,0.33384958,0.70190316,0.45567438,0.4202859,0.61896867,0.37034693,0.43253163,0.5987742
0.45875224,0.44731793,0.61769354,0.5463973,0.41192123,0.4213084,0.78597325,0.27987415,0.6299192,0.21126297
0.5841445,0.66142464,0.6869728,0.48747033,0.3634406,0.606376,0.52654797,0.5299747,0.44369513,0.2585494
0.35523593,0.727037,0.33933258,0.54503214,0.5971819,0.25253403,0.595863,0.5872615,0.6715921,0.44272956
0.4503914,0.29370484,0.5184693,0.74303836,0.6945137,0.52087384,0.60969806,0.34753743,0.74121016,0.34384322
0.7659912,0.7285103,0.65322447,0.49966824,0.43593183,0.6496364,0.59320176,0.28942028,0.7531209,0.5682145
0.252154,0.6798855,0.7275995,0.6104131,0.27511004,0.48964345,0.6867166,0.50820386,0.64270043,0.6307684
0.47349432,0.7030517,0.5668556,0.5454187,0.6144541,0.5520309,0.41496122,0.5112692,0.49134934,0.95016384
0.41592348,0.6690154,0.5670192,0.5916444,0.6195045,0.4816485,0.49807268,0.33231014,0.7816504,0.40002266
0.48145255,0.74832284,0.45752367,0.45630708,0.49299097,0.5027142,0.38942188,0.59509313,0.4422973,0.42717054
0.3501209,0.57420075,0.3386206,0.4416178,0.24623558,0.33698267,0.46501142,0.654117,0.5674242,0.8188727
0.43312722,0.35723135,0.40234265,0.5950007,0.45053387,0.28237015,0.36725765,0.35610378,0.5340757,0.42340982
0.31543067,0.42685682,0.51381123,0.3854135,0.46993327,0.47137886,0.28764224,0.4570449,0.5999907,0.33790275
0.16614686,0.7751473,0.33322272,0.28979272,0.37122175,0.4034941,0.4129511,0.48854148,0.4466021,0.54893094
0.18958235,0.37973675,0.15736392,0.46705118,0.4463867,0.435722,0.38712478,0.31057116,0.41792408,0.31108224
0.5660589,0.2600864,0.45528662,0.6057599,0.3361334,0.4092884,0.38308942,0.5608244,0.18755165,0.48200494
0.22162318,0.42493013,0.5312745,0.47396898,0.43545392,0.46111292,0.3074159,0.55840445,0.44734672,0.4169735
0.13405265,0.42887652,0.43239617,0.4659551,0.45331305,0.3131473,0.5016521,0.18110222,0.64049035,0.55359447
0.2521074,0.63512766,0.680176,0.5807557,0.36156663,0.43187395,0.28483525,0.35053772,0.5496239,0.19435918
0.432266,0.67721325,0.4964568,0.40782472,0.4746503,0.52400094,0.30425674,0.35197538,0.68153465,0.52945966
0.4738148,0.61309487,0.51259106,0.4827969,0.43148574,0.46536288,0.4435416,0.51032174,0.83713293,0.6926551
0.5217006,0.63656664,0.656663,0.505925,0.6139413,0.34321564,0.37622702,0.59400475,0.68850297,0.5077323
0.51770014,0.55726486,0.6487636,0.44268954,0.5286651,0.6791424,0.42655894,0.420219,0.6272852,0.72058856
0.48025483,0.8906056,0.5210388,0.51992834,0.55230993,0.36622378,0.4861944,0.58054423,0.72412354,0.9043601
0.58086723,0.5440643,0.5519668,0.61208236,0.6259071,0.51412076,0.49661866,0.43929973,0.47479343,0.36082277
0.5697631,0.643363,0.2761417,0.63186777,0.50538385,0.5593404,0.47953436,0.2743436,0.51205885,0.20599785
0.537933,0.37381306,0.58426905,0.40439892,0.5921222,0.47573963,0.53793836,0.42750663,0.43914706,0.31289446
0.31987602,0.54570687,0.44195893,0.4604962,0.56762254,0.6025223,0.52540874,0.4110909,0.6031627,0.55873716
0.59753656,0.50006354,0.44672155,0.5895005,0.6509702,0.28436917,0.41571522,0.5539029,0.5109672,0.60036355
0.27653465,0.34608388,0.2903902,0.62325084,0.49375242,0.60307044,0.7608123,0.3244198,0.63866925,0.3884191
0.5643847,0.4890235,0.6438702,0.694476,0.68608856,0.3104987,0.40839508,0.6168807,0.280563,0.685576
0.5663867,0.45165274,0.42355296,0.49873868,0.3894488,0.6693935,0.48375118,0.3869399,0.8092177,0.45138717
0.46313998,0.5453826,0.39085716,0.67230606,0.5907524,0.31748688,0.44223484,0.57799584,0.7410775,0.7455089
0.28072488,0.34968793,0.70398366,0.56762534,0.41042662,0.5694587,0.6597054,0.51648164,0.6958742,0.7007506
0.61256593,0.7623061,0.5967548,0.60731184,0.46182528,0.39983007,0.51408744,0.3553515,0.43465373,0.38026705
0.4830717,0.649212,0.62794983,0.44638214,0.41268313,0.453694,0.5514377,0.15997383,0.6068244,0.41524652
0.44358066,0.711594,0.26464528,0.60982674,0.21201587,0.31599563,0.4817508,0.5048399,0.7006617,0.56245273
0.44305396,0.30470622,0.4856811,0.26122516,0.46969688,0.25356355,0.30047825,0.42933714,0.25201392,0.30781406
0.4589925,0.39121938,0.15236057,0.47908485,0.33136445,0.44936153,0.23271245,0.33332896,0.2603891,0.4085736
0.33641595,0.35106853,0.41159895,0.3816827,0.3206589,0.2284508,0.43298998,0.40575823,0.21459416,0.3476438
0.44546887,0.29178023,0.29008546,0.51135105,0.2936757,0.21350205,0.4999652,0.39161238,0.2320373,0.5791789
0.44181535,0.3383543,0.34721404,0.47666037,0.035912603,0.3796115,0.6007157,0.37218654,0.47007877,0.59911627
0.23197518,0.4999551,0.4533808,0.4251481,0.33399174,0.45498407,0.39919633,0.4328598,0.5756351,0.72578925
0.2651649,0.47598764,0.14231822,0.5306522,0.44447342,0.24190606,0.4306785,0.37212166,0.7116539,0.69265956
0.28826177,0.14047241,0.48558304,0.4865837,0.35323122,0.49833143,0.4209357,0.53340584,0.44330293,0.49956742
0.36983338,0.60786635,0.19789344,0.44719964,0.3880999,0.23927596,0.4817124,0.6104362,0.50688815,0.43118042
0.36680216,0.25877696,0.329327,0.63212824,0.43937746,0.16873418,0.5204549,0.3074071,0.4365165,0.8188727
0.27441448,0.27582228,0.59942347,0.53539294,0.27734947,0.35929424,0.37719905,0.43851313,0.61695576,0.4634581
0.2631077,0.62486607,0.39859277,0.27498928,0.4740306,0.2475478,0.2198284,0.36722377,0.6232983,0.5330287
0.39599693,0.44022608,0.30048335,0.29284927,0.33716902,0.243265,0.18229216,0.38015208,0.5304848,0.38663447
0.39843178,0.27282786,0.5193739,0.3240127,0.41776985,0.24678504,0.4778415,0.49238342,0.55798197,0.2655329
0.48518625,0.44989556,0.5612721,0.5005833,0.48440924,0.17622823,0.6063444,0.37215838,0.7690498,0.48559526
0.36608672,0.37907407,0.5926068,0.45891565,0.47360656,0.27369627,0.6393202,0.30686796,0.5176731,0.43618104
0.6118622,0.420318,0.65161633,0.47869328,0.31011346,0.3674078,0.48015597,0.3697687,0.55592626,0.5655693
0.17366354,0.56810933,0.71825826,0.46452978,0.31263542,0.420002,0.56249905,0.44538426,0.53913283,0.544037
0.63321286,0.57658744,0.4762517,0.62233806,0.41799572,0.43161756,0.34638834,0.46293548,0.6236406,0.39788258
0.47019118,0.45805734,0.56350124,0.48371285,0.6665758,0.40412742,0.37128544,0.53142923,0.70417917,0.5614735
0.4968449,0.66579837,0.43243715,0.4663231,0.5559728,0.3770637,0.5709088,0.25016737,0.6906607,0.7255755
0.48841372,0.47447833,0.46431416,0.7676202,0.44675952,0.3208909,0.4702184,0.6277012,0.56199396,0.599874
0.5274538,0.3405636,0.7718233,0.5576462,0.6167876,0.6378156,0.43518308,0.39140493,0.69423985,0.40442112
0.4396075,0.797225,0.4475031,0.5878929,0.59695137,0.61005896,0.6409455,0.5248388,0.5108218,0.35725328
0.54247725,0.6331151,0.60624605,0.6879202,0.4754178,0.6002469,0.5967061,0.35280287,0.7316742,0.45517468
0.5355532,0.6785175,0.4269492,0.6789442,0.562683,0.5149111,0.45677376,0.5135264,0.6573192,0.3889854
0.42703605,0.5437156,0.47197026,0.6431567,0.74543214,0.5222234,0.36106795,0.5343832,0.2877971,0.28948465
0.42024407,0.45852616,0.5348295,0.5000803,0.61046743,0.6119256,0.52085465,0.5181482,0.36666787,0.5839419
0.7126386,0.63809615,0.45035788,0.6162086,0.6553817,0.64500946,0.4650495,0.5383409,0.5291887,0.47030506
0.5096422,0.6376573,0.60427874,0.58961165,0.5884184,0.55709743,0.5265025,0.5086563,0.50183946,0.5233511
0.34574297,0.5686866,0.46003923,0.72100216,0.53619367,0.6674884,0.7399185,0.50583816,0.7465417,0.35981083
0.6644507,0.5189321,0.6915306,0.56683683,0.55601925,0.48970214,0.5938109,0.37298352,0.37150368,0.16007787
0.3188327,0.6838338,0.4773393,0.48045516,0.3836764,0.5048771,0.5490332,0.5291117,0.6440065,0.22701025
0.45813283,0.67582154,0.45501503,0.6239157,0.62880725,0.48040026,0.28237802,0.43432012,0.55478454,0.5134729
0.38892806,0.3427463,0.47430167,0.52214336,0.45000878,0.4861955,0.36581632,0.27973944,0.5548921,0.4634581
0.3202458,0.745618,0.2654069,0.61894375,0.4044915,0.56313443,0.24260685,0.577485,0.7437173,0.48381332
0.2977687,0.59809303,0.3595926,0.36150151,0.7474766,0.6205516,0.21300769,0.6466445,0.4599689,0.40923837
0.4979387,0.48904547,0.27905726,0.36071968,0.31440416,0.5664708,0.45265746,0.48146072,0.5270317,0.6254828
0.17947605,0.58476734,0.42894265,0.40826857,0.71210194,0.44689962,0.33423975,0.47047982,0.6756845,0.79914045
0.16922009,0.48447978,0.29712293,0.6028837,0.55686814,0.48972717,0.517535,0.5777744,0.3896079,0.47265917
0.4587724,0.59310174,0.26293743,0.44774243,0.32906786,0.42487162,0.45009235,0.74342895,0.44979376,0.5703703
0.51000834,0.24967152,0.4433975,0.32365212,0.47763622,0.30980888,0.36749834,0.541633,0.36790636,0.4085736
0.38696793,0.39701205,0.36499718,0.603079,0.4448685,0.22588423,0.43112805,0.3858817,0.7388536,0.2979765
0.45266563,0.40478197,0.72184515,0.5047381,0.35203874,0.5334102,0.4373824,0.37985665,0.4112166,0.6094398
0.44603416,0.6273403,0.25820136,0.53022754,0.47543824,0.18040879,0.439119,0.54328763,0.8040565,0.38833743
0.29201314,0.30722606,0.50812054,0.58866525,0.34044772,0.5928788,0.47105676,0.21944594,0.54018104,0.59115183
0.39650267,0.6385668,0.3740921,0.5015812,0.413858,0.48500746,0.3458214,0.5276771,0.64744914,0.56555045
0.43913296,0.54632723,0.48888224,0.23463398,0.59832764,0.4140256,0.4285521,0.6267183,0.35168085,0.5872753
0.44678998,0.6490074,0.3023738,0.549636,0.7875077,0.2078337,0.6320951,0.40745443,0.852796,0.4043588
0.75360024,0.2915346,0.64314526,0.78914815,0.55239385,0.49071974,0.7604757,0.33694306,0.38763675,0.34135064
0.6861427,0.74219894,0.5671447,0.7372019,0.41192442,0.6950698,0.73106635,0.7131249,0.60661,0.52806944
0.654421,0.6050846,0.7186216,0.5611869,0.674935,0.5097978,0.4820228,0.84577096,0.6144026,0.40203464
0.6178622,0.7092478,0.42823654,0.508039,0.48730373,0.35505795,0.5391539,0.6975733,0.50001,0.38833743
0.40778625,0.4895287,0.6373166,0.71417797,0.60558313,0.45482996,0.5783095,0.6007643,0.6953606,0.5934131
0.4292983,0.48824626,0.73281884,0.57151073,0.5019463,0.4934147,0.4373594,0.4840303,0.6285749,0.41326123
