A,B,C,D,E,F,G,H,I,J
0.41183585,0.029423803,0.19912691,0.55003744,0.07997087,0.4416421,0.30291474,0.17589569,0.22350577,0.30141914
0.48849732,0.032818764,0.31972277,0.48635164,0.2594979,0.2825168,0.1259667,0.16602126,0.10002312,0.23777163
0.46864143,0.109951116,0.17480427,0.32758084,0.39902616,0.1488607,0.121569246,0.19679254,-0.036079913,0.2832228
0.2900354,0.08775728,0.17887928,0.3805891,0.4341862,0.076939374,0.31567815,0.24894822,0.26620498,0.33484784
0.39867216,0.24826375,0.3705375,0.24617878,0.51288104,0.37504095,0.251286,0.23043297,0.4874248,0.20313083
0.3998939,0.30624127,0.41001552,0.63777435,0.6564756,0.24207462,0.278632,0.27114287,0.3732894,0.3762334
0.47005624,0.42523566,0.28811547,0.26985458,0.43714592,0.3815639,0.36706802,0.55103946,0.432218,0.49953768
0.20229286,0.3596362,0.3845435,0.40966958,0.51492417,0.6545953,0.51610553,0.48333567,0.473707,0.43913254
0.5901025,0.42739478,0.48128784,0.48343205,0.3487164,0.44430497,0.37570482,0.29099327,0.2481331,0.5763103
0.78635746,0.31012952,0.30145204,0.42544475,0.27918637,0.33691314,0.3405861,0.2879458,0.503885,0.5826803
0.22758153,0.34524316,0.3769352,0.42064378,0.5019326,0.3765148,0.42855537,0.49476448,0.34811258,0.2971858
0.20423323,0.351013,0.3785085,0.32412675,0.58902663,0.64227307,0.2864011,0.40038884,0.64527893,0.4674697
0.45604372,0.4615823,0.28319487,0.5613833,0.41660774,0.6492439,0.45398864,0.4264928,0.64411545,0.41753638
0.3701502,0.4937759,0.5791941,0.43089056,0.5730908,0.2520335,0.55321956,0.5548015,0.4826643,0.45760193
0.22647104,0.3760444,0.620918,0.24621534,0.45083976,0.6924194,0.58251613,0.521415,0.31715533,0.43172213
0.5476453,0.36864868,0.5272023,0.8541465,0.22588617,0.72853816,0.50791687,0.3920533,0.23306662,0.563901
0.77922744,0.3879488,0.49667054,0.802126,0.73729056,0.45654944,0.39245397,0.55489725,0.42141727,0.42447665
0.42350355,0.4832831,0.4128986,0.34788176,0.7784268,0.58891845,0.48206308,0.7232601,0.48160213,0.45820686
0.32136238,0.5876298,0.4958271,0.77433,0.56636935,0.6323949,0.6279998,0.5157919,0.62904495,0.39009064
0.41635698,0.74188983,0.5424096,0.49956834,0.55847204,0.38199174,0.53315836,0.7733483,0.3483303,0.47350806
0.26722556,0.6327198,0.683687,0.5997209,0.5342066,0.73004484,0.6947225,0.6493848,0.80694973,0.41892895
0.61271155,0.8111665,0.5237149,0.2596192,0.5039293,0.7080161,0.62343264,0.7492808,0.4711464,0.4707831
0.6637701,0.6105604,0.73123425,0.5730787,0.5298272,0.4976759,0.5727223,0.56804746,0.6717662,0.5075096
0.54417646,0.70947444,0.5453209,0.2869411,0.40624875,0.76405686,0.6080475,0.67185646,0.7286075,0.52417123
0.7991229,0.6755538,0.71166945,0.64394444,0.40602857,0.4724219,0.6510219,0.7231281,0.8103891,0.33319658
0.61225104,0.6344801,0.7001377,0.28453016,0.5293945,0.60244817,0.61367995,0.64566344,0.5601617,0.41480136
0.7075465,0.652377,0.6530016,0.60149026,0.39232013,0.59198475,0.60442775,0.6046686,0.60751957,0.52805525
0.4520194,0.60489637,0.541165,0.526925,0.42797816,0.56231153,0.6143333,0.681685,0.6547069,0.5318456
0.5001143,0.6847624,0.5655099,0.32978052,0.34563088,0.5934882,0.52915907,0.5113752,0.67211545,0.6091993
0.52793705,0.6130029,0.637584,0.3848503,0.2850972,0.24024671,0.5478592,0.4749038,0.553676,0.49803853
0.48550096,0.43224418,0.5618697,0.2978505,0.315377,0.42461875,0.43694413,0.5450797,0.41416973,0.33526015
0.48785418,0.43238622,0.48450288,0.41046005,0.18257493,0.49983713,0.4530389,0.5349513,0.5415942,0.4471314
0.6024506,0.49677125,0.66136557,0.46485576,0.6154919,0.58991265,0.29867354,0.4075078,0.36581004,0.31993893
0.45047003,0.61400104,0.28220332,0.56532705,0.4937459,0.46448648,0.32856557,0.6153411,0.48542815,0.63421
0.65746355,0.5545519,0.36114883,0.518526,0.43204844,0.5644612,0.63934857,0.6299015,0.27967054,0.32405537
0.62291825,0.49467525,0.70338523,0.68907046,0.34324574,0.5636496,0.48114854,0.5687996,0.5326351,0.70732945
0.6840249,0.546134,0.56228554,0.6152458,0.3470899,0.5789368,0.5818247,0.5039556,0.415608,0.60834575
0.5711174,0.59049124,0.31677058,0.6912867,0.1738376,0.41198432,0.54435635,0.65015507,0.23001061,0.39868987
0.52022153,0.4084164,0.5951332,0.327165,0.38047463,0.48210067,0.5732024,0.6544187,0.3910776,0.39004534
0.45388845,0.3556292,0.57771814,0.515202,0.34490365,0.42137605,0.4702602,0.3527092,0.2564182,0.48518425
0.11600831,0.30277812,0.49066028,0.45868152,0.5776955,0.46339342,0.4402291,0.30778313,0.35235178,0.5388548
0.61306334,0.47769657,0.47597662,0.32436523,0.5759039,0.28263733,0.39147964,0.41833532,0.45912614,0.6438769
0.3549716,0.3824098,0.50724745,0.38610667,0.4352696,0.48347917,0.5063362,0.5614095,0.47944462,0.34182477
0.4141196,0.39528546,0.6932591,0.47054762,0.51576793,0.58834445,0.49398673,0.44658342,0.45658094,0.40658894
0.44194686,0.5724461,0.5783416,0.52523255,0.4079679,0.5781656,0.48573628,0.4723517,0.39547125,0.6393447
0.7166855,0.494083,0.4632882,0.4743555,0.63356745,0.65490603,0.57604647,0.44238102,0.31874305,0.50784403
0.5261382,0.5610099,0.43385297,0.41158867,0.38463697,0.52182156,0.5038454,0.58852917,0.54332983,0.77731097
0.7467482,0.4522261,0.7219918,0.4726737,0.3946783,0.36195064,0.6383953,0.53668505,0.5473584,0.46360186
0.35100126,0.52065265,0.79402834,0.5688076,0.5004014,0.7037193,0.5396608,0.6214806,0.5129994,0.5621737
0.46990088,0.6188112,0.6753451,0.54883933,0.3598118,0.5343649,0.57038015,0.5497223,0.52044517,0.55799323
0.5618936,0.51232284,0.72209924,0.4054848,0.5283711,0.56281054,0.57347167,0.4931934,0.3383131,0.44706887
0.27231288,0.44426742,0.704529,0.6191605,0.6672961,0.48997504,0.5514181,0.5725569,0.39505658,0.56476915
0.39980847,0.59054923,0.6632905,0.5809923,0.7124815,0.7260835,0.51941407,0.7204479,0.525913,0.4372661
0.6160255,0.6923363,0.38497066,0.41543296,0.6268828,0.8230333,0.58561355,0.60893905,0.5402609,0.68164086
0.54055095,0.74613094,0.73524797,0.4389593,0.53356755,0.5789413,0.7461048,0.7254698,0.42056376,0.7446064
0.6152638,0.63643104,0.7920648,0.418241,0.25145262,0.6535121,0.80443203,0.6100651,0.45457226,0.57736
0.698726,0.5598527,0.77730423,0.70436335,0.31512842,0.58997935,0.6273884,0.68110204,0.3179776,0.4403867
0.32233897,0.4894673,0.68200433,0.70093465,0.5270485,0.66738576,0.6103271,0.60606456,0.29357556,0.535023
0.7669569,0.5711933,0.7363408,0.75277674,0.5853523,0.5527475,0.52353233,0.5824565,0.53084165,0.4882143
0.45522457,0.55907834,0.42110005,0.6144818,0.41574183,0.667551,0.66010535,0.7760733,0.2912135,0.6803466
0.73042625,0.4617021,0.663839,0.6519031,0.36917678,0.5461524,0.6315575,0.4991557,0.5406418,0.5158103
0.59636104,0.4546017,0.7324629,0.60711086,0.6386199,0.5467061,0.49513826,0.6358838,0.44949296,0.3852066
0.47434813,0.6082406,0.51636356,0.4112226,0.7365269,0.68589085,0.5548445,0.41416162,0.55689865,0.6326705
0.6187018,0.69601583,0.45067942,0.29541242,0.64555043,0.67414,0.62914556,0.6947025,0.39539242,0.8027609
0.74740845,0.50230277,0.57912594,0.46647662,0.51336986,0.51863277,0.77108735,0.66691583,0.6792629,0.79715145
0.74069864,0.63706326,0.71418387,0.51160794,0.6361661,0.5000194,0.7379563,0.65679735,0.33494067,0.4558623
0.43064123,0.69151634,0.7893023,0.49647683,0.5055027,0.65736586,0.57581866,0.6822404,0.5731024,0.5337853
0.49822125,0.6072095,0.73397076,0.50771505,0.6022511,0.69273317,0.78968114,0.6158303,0.74851304,0.5297698
0.6861172,0.7760926,0.8339486,0.6470399,0.49771327,0.5948342,0.4947511,0.7139844,0.708495,0.65269035
0.5455598,0.7147518,0.5029316,0.44948152,0.6967796,0.78269243,0.5850189,0.71251184,0.7180958,0.6847706
0.69875526,0.7651843,0.6597997,0.6931503,0.49823636,0.6610284,0.70343226,0.606774,0.8960827,0.73665404
0.7885719,0.67012453,0.76995003,0.66050005,0.6188229,0.7303336,0.6773446,0.7894095,0.6254278,0.60499763
0.5630741,0.7213687,0.84086514,0.630084,0.42967343,0.75184906,0.7207473,0.7825974,0.69602364,0.6443212
0.7200833,0.6670841,0.7223738,0.6123285,0.5532143,0.7044117,0.67786944,0.6877048,0.620583,0.45792234
0.24504876,0.5353764,0.6209146,0.5176767,0.48093805,0.66812867,0.6828327,0.72711825,0.7030635,0.56458175
0.65638816,0.6484427,0.74474555,0.60474974,0.59715784,0.7597815,0.5005107,0.54048884,0.5796623,0.69367397
0.6201154,0.73862386,0.5322371,0.52805763,0.64551127,0.6636726,0.73638725,0.8347777,0.63962126,0.5872936
0.81228566,0.6355226,0.6396593,0.46560392,0.6481882,0.82546306,0.6668763,0.5241208,0.6916448,0.6040421
0.84106505,0.7089867,0.72794956,0.68635505,0.49744418,0.55145365,0.6206525,0.68794554,0.70077705,0.6409116
0.6129915,0.7077924,0.45978135,0.40630957,0.4385135,0.5523561,0.68679744,0.87019145,0.6892956,0.40429515
0.65861726,0.6325453,0.67576784,0.48687017,0.42122793,0.6021196,0.58277535,0.56489927,0.57600117,0.31608817
0.537803,0.57747465,0.6084805,0.49298567,0.37498504,0.49504867,0.5945782,0.5440478,0.5442347,0.41915774
0.44100142,0.48783252,0.72717434,0.33855247,0.5790712,0.44283193,0.46816683,0.5566314,0.5902685,0.32875454
0.46340564,0.3514575,0.43990952,0.41892794,0.44438702,0.45204836,0.54708624,0.5282948,0.5088913,0.34412307
0.32922247,0.3997852,0.57243884,0.2756167,0.5404446,0.39891812,0.4013785,0.2936136,0.3334624,0.55546045
0.6018558,0.362658,0.39506936,0.56917405,0.126847,0.37499392,0.46630117,0.26693463,0.6760038,0.5065364
0.583211,0.3719668,0.54947,0.24262005,0.55181795,0.29866374,0.3754542,0.30458766,0.4260179,0.25846228
0.23557514,0.39921474,0.5802882,0.496574,0.21729156,0.38514933,0.39278507,0.40857244,0.60906625,0.5162983
0.5450368,0.4305346,0.4370924,0.4600864,0.3593516,0.37627077,0.3371752,0.43054676,0.3820664,0.5660019
0.33052278,0.28189006,0.39838725,0.57832813,0.36400917,0.3372682,0.4875703,0.4869234,0.43703654,0.5564573
0.5380199,0.35277924,0.23541477,0.314113,0.41298938,0.60749847,0.45723736,0.35197905,0.19984272,0.5113384
0.46742275,0.39319533,0.46074086,0.4117446,0.4529814,0.38465863,0.3690688,0.5202788,0.30560023,0.4803591
0.5291009,0.41107824,0.29572415,0.4103694,0.42053178,0.28201592,0.48644045,0.3848893,0.31648633,0.51618314
0.4104214,0.26229018,0.47282073,0.37236276,0.37091252,0.48605832,0.43007582,0.4710241,0.5898032,0.529805
0.5214401,0.3646586,0.5025209,0.41615754,0.50571364,0.39769152,0.35085872,0.34974483,0.35617155,0.47817338
0.66749644,0.44714648,0.53261906,0.4489015,0.5854815,0.41099766,0.44331983,0.48497808,0.40074122,0.5470204
0.5285913,0.3398528,0.6624255,0.4226152,0.5966524,0.49089342,0.41328594,0.647536,0.5873638,0.42361525
0.41420993,0.45378175,0.41498977,0.6503526,0.51779795,0.5293684,0.41402182,0.45876667,0.44604263,0.4919818
0.6138926,0.5517306,0.5446967,0.54966575,0.5841243,0.5526479,0.4401958,0.6816324,0.49999526,0.42821613
0.48660442,0.5132596,0.53297496,0.38011107,0.5209358,0.61249447,0.6105229,0.7890608,0.7391544,0.57037044
0.5165072,0.67322135,0.74093705,0.43781573,0.4134086,0.72370374,0.6938373,0.46598554,0.4993767,0.73242486
0.76982176,0.6199817,0.8586831,0.4048167,0.439671,0.3927163,0.67397517,0.58310634,0.7225609,0.52462554
0.5985812,0.53860444,0.55350715,0.44381487,0.57615405,0.5157528,0.5734616,0.6415908,0.4298429,0.4329011
0.31836668,0.5128355,0.55324554,0.4188799,0.48811856,0.7230947,0.518502,0.41177085,0.5080283,0.487663
0.69893885,0.49546447,0.50533813,0.4016344,0.34376726,0.42101762,0.56259423,0.52882636,0.6362761,0.6420281
0.4966427,0.4947551,0.7691154,0.5625168,0.52612114,0.49290398,0.50882363,0.45850587,0.43759197,0.61106217
0.7088821,0.47258857,0.6531552,0.14936519,0.597951,0.8151096,0.5460927,0.6883225,0.34570736,0.53130394
0.75494266,0.49503145,0.53743637,0.6412991,0.2711829,0.5964323,0.5032823,0.5570298,0.59148675,0.8683896
0.6311675,0.56683075,0.5324682,0.46747378,0.5075344,0.49578133,0.59096825,0.51582146,0.637871,0.42334068
0.52204084,0.45731446,0.66242945,0.28081307,0.6980168,0.39441407,0.48963073,0.6285912,0.7021942,0.50254595
0.5488532,0.6088658,0.47757083,0.46210107,0.46798325,0.6613016,0.58303535,0.7003414,0.52549326,0.58771133
0.65157074,0.5516547,0.57394844,0.5529638,0.6113473,0.6075154,0.6185798,0.6019891,0.6395273,0.70015335
0.44441015,0.5756963,0.7154392,0.33703598,0.38045123,0.4989285,0.6719323,0.60752875,0.560784,0.5914669
0.6941458,0.5225642,0.63824064,0.43405265,0.39839345,0.67247105,0.63757956,0.521716,0.43984938,0.4027557
0.42452216,0.518017,0.6736306,0.77605873,0.44416454,0.55952615,0.47344303,0.4396945,0.5006749,0.71531516
0.62786853,0.57597667,0.44446367,0.47318265,0.27205878,0.7066679,0.4850724,0.5229558,0.37883753,0.7203454
0.67013323,0.47916445,0.5127591,0.31878787,0.50886995,0.3914211,0.5274939,0.6945428,0.43777448,0.43197265
