A,B,C,D,E,F,G,H,I,J
0.5141939,0.45615834,0.50063694,0.35534975,0.20695771,0.58638674,0.533612,0.667796,0.40266982,0.5962151
0.3783216,0.6500893,0.47860155,0.41208732,0.5543497,0.5220223,0.47026283,0.44088048,0.7542995,0.5089061
0.5002383,0.63103443,0.4279525,0.37376752,0.41232362,0.723242,0.5554617,0.5976049,0.52656597,0.49815875
0.63145894,0.5010722,0.6913623,0.4679815,0.7823067,0.4678124,0.4711633,0.30682817,0.3871922,0.53481126
0.6400918,0.45042795,0.6943629,0.5580099,0.5310216,0.61290336,0.68066245,0.6465217,0.36693525,0.7029608
0.31830046,0.32272896,0.6263828,0.45925525,0.5670879,0.57143515,0.2185668,0.73567516,0.4729239,0.60239553
0.12519015,0.3635791,0.69523615,0.31132245,0.89350003,0.6750705,0.6697052,0.5192921,0.53221965,0.42380238
0.68279946,0.5205987,0.851496,0.5686167,0.3776725,0.69861627,0.44582245,0.59585446,0.5010634,0.5631745
0.43206653,0.34185258,0.61475086,0.3564296,0.53114223,0.5584673,0.4493884,0.37277994,0.61484253,0.60267615
0.6529108,0.33272433,0.7618878,0.087433845,0.6487481,0.40465,0.07436744,0.31126267,0.45257846,0.4648467
0.47320423,0.7687285,0.46953002,0.46771726,0.4643847,0.69786114,0.2938919,0.49704003,0.706867,0.77943414
0.59400046,0.43791437,0.34765765,0.5468311,0.7518981,0.5131941,0.39482716,0.5428129,0.73035663,0.36512437
0.20600446,0.37599987,0.5197522,0.32290363,0.38519102,0.1194625,0.5104684,0.46935856,0.42957568,0.8065249
0.03406325,0.7600719,0.43810576,0.24018183,0.7504074,0.51061076,0.5342973,0.26462173,0.7532337,0.6643744
0.6581834,0.63216466,0.48352072,0.5639939,0.6644761,0.5659132,0.26216412,0.5024524,0.33850247,0.7336884
0.62420785,0.569739,0.40310228,0.2483866,0.46252292,0.4247432,0.36489007,0.13020656,0.48487535,0.67237365
0.3888575,0.32178336,0.65081775,0.73216426,0.39263535,0.4648964,0.55537826,0.46693695,0.36252117,0.428604
0.5079417,0.61766034,0.47238046,0.32419676,0.36528623,0.60363364,0.65479565,0.4050564,0.10142149,0.51434284
0.3746255,0.65318745,0.72494996,0.42910847,0.64104146,0.6536135,0.38269374,0.5280411,0.5926367,0.43391106
0.24364921,0.5370175,0.45181665,0.36451852,0.41227317,0.50765747,0.45615563,0.58412576,0.32582387,0.2866619
0.24364921,0.5370175,0.45181665,0.36451852,0.41227317,0.50765747,0.45615563,0.58412576,0.32582387,0.2866619
0.24331659,0.53609633,0.45083454,0.3638264,0.4113965,0.50631434,0.45656952,0.58439916,0.32442996,0.28595442
0.24331576,0.536089,0.4508313,0.36381975,0.4113935,0.5063023,0.45657212,0.5844006,0.324423,0.2859507
0.24331576,0.53608894,0.4508313,0.3638197,0.4113935,0.5063022,0.45657212,0.5844006,0.32442296,0.28595066
0.24331576,0.53608894,0.4508313,0.3638197,0.4113935,0.5063022,0.45657212,0.5844006,0.32442296,0.2859507
0.24331576,0.53608894,0.4508313,0.3638197,0.4113935,0.5063022,0.45657212,0.5844006,0.32442296,0.28595066
0.24331576,0.53608894,0.4508313,0.3638197,0.4113935,0.5063022,0.45657212,0.5844006,0.32442296,0.2859507
0.24331576,0.53608894,0.4508313,0.3638197,0.4113935,0.5063022,0.45657212,0.5844006,0.32442296,0.28595066
0.24331576,0.53608894,0.4508313,0.3638197,0.4113935,0.5063022,0.45657212,0.5844006,0.32442296,0.2859507
0.24331576,0.53608894,0.4508313,0.3638197,0.4113935,0.5063022,0.45657212,0.5844006,0.32442296,0.28595066
0.24331576,0.53608894,0.4508313,0.3638197,0.4113935,0.5063022,0.45657212,0.5844006,0.32442296,0.2859507
0.24331576,0.53608894,0.4508313,0.3638197,0.4113935,0.5063022,0.45657212,0.5844006,0.32442296,0.28595066
0.24331576,0.53608894,0.4508313,0.3638197,0.4113935,0.5063022,0.45657212,0.5844006,0.32442296,0.2859507
0.24331576,0.53608894,0.4508313,0.3638197,0.4113935,0.5063022,0.45657212,0.5844006,0.32442296,0.28595066
0.24331576,0.53608894,0.4508313,0.3638197,0.4113935,0.5063022,0.45657212,0.5844006,0.32442296,0.2859507
0.24331576,0.53608894,0.4508313,0.3638197,0.4113935,0.5063022,0.45657212,0.5844006,0.32442296,0.28595066
