A,B,C,D,E,F,G,H,I,J
0.5029627,0.48398226,0.69611514,0.5047812,0.65358263,0.22965847,0.5322213,0.70393795,0.4238942,0.6983149
0.32383266,0.5344863,0.5258217,0.59686947,0.4599206,0.57040757,0.25090984,0.44787452,0.5772981,0.53430283
0.711704,0.51068234,0.42503262,0.40480864,0.5645782,0.32772028,0.5752484,0.54094166,0.3885966,0.5745891
0.28903365,0.6203952,0.5696861,0.56096774,0.5638144,0.3156385,0.52643895,0.45784935,0.6279564,0.60315144
0.14308493,0.5032698,0.39643815,0.3250329,0.6985759,0.6219217,0.25847542,0.38813454,0.30832553,0.79956293
0.75645554,0.68972874,0.611369,0.68817383,0.5628673,0.5059811,0.36376634,0.31042865,0.70344615,0.50078005
0.54481876,0.35783428,0.6667382,0.59258693,0.6385054,0.44010776,0.39535275,0.40086934,0.64439094,0.68245256
0.5621652,0.52378225,0.6478684,0.63195485,0.56501675,0.3789222,0.1815507,0.19411479,0.592067,0.4009555
0.46817747,0.7080443,0.4279835,0.4018401,0.7853797,0.7500524,0.4039315,0.534755,0.34817278,0.5222705
0.53393674,0.5174733,0.7695972,0.5285251,0.41890767,0.23631908,0.328765,0.38040513,0.3639532,0.56394154
0.34440312,0.5966983,0.36696586,0.31969854,0.5154684,0.61039954,0.48688865,0.65299594,0.66937244,0.3692891
0.6634514,0.48997575,0.5568004,0.23792821,0.534409,0.71823454,0.5207079,0.2754345,0.23267198,0.329339
0.4814046,0.21889225,0.31824374,0.11516891,0.32030126,0.55514324,0.5736006,0.32936612,0.5937732,0.46204096
0.34506285,0.4217873,0.32397813,0.5085497,0.44069305,0.5425232,0.35864946,0.21762487,0.6193058,0.6054813
0.6034285,0.56492406,0.5414018,0.6639066,0.33282673,0.4430412,0.28230074,0.5886117,0.60511565,0.5038304
0.500409,0.26510638,0.16282661,0.51333195,0.62979734,0.68845755,0.5382002,0.4746921,0.70802546,0.3661172
0.5263252,0.5528804,0.695066,0.5087056,0.7871773,0.44662252,0.47408932,0.45265576,0.3965985,0.5300651
0.37100643,0.925883,0.48304197,0.44867143,0.46827596,0.47783142,0.42516732,0.5641452,0.40204534,0.54056376
0.62658143,0.57968044,0.43286476,0.45786515,0.43319792,0.46976176,0.39007536,0.4002147,0.519933,0.42098185
0.45629016,0.2725334,0.31249094,0.23610784,0.56982845,0.4057967,0.39450946,0.483582,0.45430875,0.32955068
0.45629016,0.2725334,0.31249094,0.23610784,0.56982845,0.4057967,0.39450946,0.483582,0.45430875,0.32955068
0.45573357,0.27122146,0.31083,0.23449315,0.57001674,0.406065,0.39454266,0.48403066,0.45365828,0.3293774
0.4557318,0.27121657,0.31080687,0.23448068,0.570017,0.40606382,0.39454293,0.48403305,0.45365152,0.32937723
0.45573178,0.27121657,0.31080654,0.23448057,0.570017,0.40606385,0.39454293,0.48403305,0.45365146,0.32937723
0.45573178,0.27121657,0.31080654,0.23448056,0.570017,0.40606385,0.39454293,0.48403305,0.45365146,0.32937723
0.45573178,0.27121657,0.31080654,0.23448057,0.570017,0.40606385,0.39454293,0.48403305,0.45365146,0.32937723
0.45573178,0.27121657,0.31080654,0.23448056,0.570017,0.40606385,0.39454293,0.48403305,0.45365146,0.32937723
0.45573178,0.27121657,0.31080654,0.23448057,0.570017,0.40606385,0.39454293,0.48403305,0.45365146,0.32937723
0.45573178,0.27121657,0.31080654,0.23448056,0.570017,0.40606385,0.39454293,0.48403305,0.45365146,0.32937723
0.45573178,0.27121657,0.31080654,0.23448057,0.570017,0.40606385,0.39454293,0.48403305,0.45365146,0.32937723
0.45573178,0.27121657,0.31080654,0.23448056,0.570017,0.40606385,0.39454293,0.48403305,0.45365146,0.32937723
0.45573178,0.27121657,0.31080654,0.23448057,0.570017,0.40606385,0.39454293,0.48403305,0.45365146,0.32937723
0.45573178,0.27121657,0.31080654,0.23448056,0.570017,0.40606385,0.39454293,0.48403305,0.45365146,0.32937723
0.45573178,0.27121657,0.31080654,0.23448057,0.570017,0.40606385,0.39454293,0.48403305,0.45365146,0.32937723
0.45573178,0.27121657,0.31080654,0.23448056,0.570017,0.40606385,0.39454293,0.48403305,0.45365146,0.32937723
0.45573178,0.27121657,0.31080654,0.23448057,0.570017,0.40606385,0.39454293,0.48403305,0.45365146,0.32937723
0.45573178,0.27121657,0.31080654,0.23448056,0.570017,0.40606385,0.39454293,0.48403305,0.45365146,0.32937723
0.45573178,0.27121657,0.31080654,0.23448057,0.570017,0.40606385,0.39454293,0.48403305,0.45365146,0.32937723
0.45573178,0.27121657,0.31080654,0.23448056,0.570017,0.40606385,0.39454293,0.48403305,0.45365146,0.32937723
0.45573178,0.27121657,0.31080654,0.23448057,0.570017,0.40606385,0.39454293,0.48403305,0.45365146,0.32937723
0.7542552,0.4007272,0.741392,0.44055483,0.63601035,0.44767177,0.41419145,0.45231053,0.55473024,0.45289898
0.51986116,0.4623788,0.4739713,0.3553769,0.015953302,0.6647269,0.41481215,0.7595202,0.65163934,0.52255166
0.6107973,0.47302747,0.35503548,0.3087313,0.6607217,0.6606569,0.47003058,0.27672574,0.72144735,0.46963438
0.5486765,0.6665852,0.522353,0.24845828,0.49834773,0.52215815,0.21409139,0.336858,0.6352784,0.35651433
0.66755676,0.5000148,0.48626626,0.24401611,0.32726896,0.41025996,0.4343239,0.36281824,0.42468408,0.2585992
0.45117024,0.41518876,0.5348567,0.2153243,0.15328762,0.58100677,0.73605317,0.6566348,0.47493404,0.6319594
0.61199045,0.28528273,0.18485984,0.42032066,0.5823755,0.4305197,0.47214293,0.6340162,0.6088893,0.30445483
0.66784966,0.46191338,0.46970055,0.3208845,0.5649089,0.72705394,0.24118097,0.507064,0.5388699,0.46342954
0.52360857,0.63222563,0.38301963,0.5026633,0.5732558,0.4551418,0.47088674,0.26458654,0.46210155,0.43545222
0.6205616,0.6212062,0.41193718,0.36778232,0.5411368,0.6772,0.5227321,0.40382576,0.76721215,0.53811675
0.5821491,0.41949257,0.45023105,0.45666113,0.61145645,0.5051489,0.48603866,0.28256136,0.8822509,0.32448953
0.5823092,0.8099675,0.512531,0.35408872,0.41087517,0.39947498,0.38817656,0.6196631,0.66310954,0.252823
