A,B,C,D,E,F,G,H,I,J,K
-0.1218534,0.046486706,-0.12712492,-0.07178879,-0.033193074,-0.15390232,-0.1200996,0.06515379,-0.1498963,-0.093218945,-0.36932352
-0.14285839,-0.12296663,0.00085170567,-0.14201577,0.12606037,-0.017713122,0.010718301,0.13007306,-0.2824905,0.004596263,-0.01935123
-0.37864745,0.05136092,0.39661378,0.022239096,-0.10284135,0.06949592,-0.05895573,-0.14940937,-0.30065334,0.10697198,0.09870513
-0.46534243,0.078920126,-0.37300956,0.010391951,0.00622043,-0.1794113,-0.005527973,0.18370129,-0.18522239,-0.05864071,0.5291943
-0.18086651,0.14982349,0.2734907,0.12536958,0.09031005,0.0584455,0.016327828,0.12260693,-0.17174597,0.07464346,-0.26065847
-0.07560016,-0.022325382,0.28263044,0.08757077,0.10091922,0.008744776,-0.06794869,0.09985799,-0.09455155,0.054378092,0.26620084
-0.09667176,0.08082068,0.12817532,0.20075054,-0.076927654,-0.21536624,-0.023884654,-0.011826202,-0.19176526,-0.12609732,0.1627985
-0.13366382,0.07866679,-0.17207006,-0.06689947,-0.13671236,-0.07741829,0.107014865,0.021192431,-0.13007267,0.07236062,0.11350934
0.05450718,-0.11570911,-0.121472985,-0.03138201,0.06706233,0.20357059,-0.13702172,-0.020350553,-0.027688727,-0.029125981,-0.12399176
-0.21790303,0.07225412,0.07019039,-0.016685337,0.10659209,-0.2605412,-0.10246323,-0.21869098,-0.073312335,-0.014358208,-0.14378487
-0.22885543,0.038388014,-0.017807752,0.12009677,-0.13552836,-0.18797907,-0.046736352,0.2122953,-0.1666607,-0.13407932,0.08510614
-0.3288085,0.12582895,0.08220352,-0.011032343,0.09946954,0.05028888,-0.12134229,-0.009068154,-0.1385251,-0.06636629,-0.08579522
-0.17331387,0.11935547,0.13940996,0.05436208,-0.0650734,-0.013683245,-0.096315786,0.0059603974,-0.27684426,-0.07651629,-0.04348074
-0.27992028,0.0337065,-0.17879626,0.0525198,-0.056524754,-0.21545509,-0.03400825,0.01580821,-0.19015418,-0.14128003,0.07753386
-0.1527596,-0.07295886,-0.060863614,0.031929716,0.029737547,-0.0017008632,0.03591582,-0.07815117,-0.20172003,-0.08145356,-0.07199067
-0.17036179,-0.021394745,-0.057081,-0.016796865,-0.0014423728,0.09991214,0.0030611157,-0.16230199,-0.22760385,0.02305755,-0.10658511
-0.16388781,-0.037720427,-0.25763977,0.056026265,0.038137972,0.031119063,0.012633756,0.035182297,-0.14918172,0.008497044,-0.094414026
-0.24163564,-0.05344125,-0.0722955,0.0790735,-0.030371584,-0.051726475,0.050467208,0.06902714,-0.2676781,0.08391,-0.1208767
-0.24893335,-0.010128662,0.03481991,-0.07220085,0.12162045,0.15583713,0.1447472,-0.1453385,-0.40573215,-0.10852104,0.024839595
-0.37542808,-0.039002717,0.031853825,0.07557121,-0.11144355,0.22419083,-0.06122704,0.098629996,-0.36034644,0.084558934,0.16533306
-0.30079108,0.096772596,-0.052584313,-0.12750487,0.025370985,-0.17424673,-0.1163152,-0.058431536,-0.48582157,-0.031358063,-0.06565571
-0.585022,-0.1008016,-0.07719782,0.0089812875,-0.06627962,-0.18158674,-0.081730686,0.12059252,-0.5479071,0.030175447,-0.006705396
-0.6322941,-0.13928449,-0.018206328,-0.09731067,0.13331127,-0.060028397,-0.10532443,-0.17585786,-0.6031405,0.0984502,-0.04936561
-0.59652764,-0.08873999,0.05281882,0.047627725,-0.12942433,-0.18746288,-0.049345173,0.01023072,-0.5365188,0.0009467453,-0.037279665
-0.6530785,-0.025123768,-0.12750229,-0.13181348,-0.104064226,-0.11052976,-0.074970156,-0.15862247,-0.5123209,-0.05649194,0.15313177
-0.47694457,-0.10801649,-0.35394832,0.031085134,0.052487656,-0.17531015,-0.12095249,0.021989726,-0.46197253,-0.059777766,-0.09676036
-0.6680043,-0.14442565,0.137056,-0.09249824,0.11772728,0.011795253,-0.016885221,-0.12225944,-0.5612192,0.030608833,-0.38825095
-0.53134316,-0.0119244605,0.002914101,0.010334715,0.01815176,-0.041384578,-0.068905845,-0.25999936,-0.42696708,0.105618596,0.242282
-0.5642295,0.019208267,-0.25697997,0.0003515333,0.1277149,-0.14957051,-0.035055257,-0.1235926,-0.342162,0.12886092,-0.13861622
