A,B,C,D,E,F,G,H,I,J,K
-0.06431337,-0.041578017,-0.028685138,0.024788149,0.008832142,0.2320137,0.11808482,0.08332597,-0.025651649,-0.105044484,0.09445748
0.081189826,-0.004218489,0.21810174,0.023668513,0.110595345,0.14884986,0.17375793,0.054179475,-0.18216392,0.041186407,-0.0009574294
-0.13650486,-0.018812358,0.2765249,0.12714908,0.13525575,0.08232865,0.12766674,0.05997622,0.048707858,-0.112118304,0.14309558
0.13126862,0.11086105,0.18793215,0.054316998,-0.054247893,0.18917108,0.22162212,-0.035904713,-0.11168888,-0.07615759,-0.099840924
0.1109927,-0.19691399,0.15399759,0.055018,0.032755435,-0.18218613,-0.10981679,0.04032232,0.0117724165,0.07941902,-0.14485356
-0.1267282,-0.1052717,0.014665276,0.046374783,-0.1355402,-0.15968803,-0.22905791,-0.09378654,-0.05044736,0.046132624,-0.04529454
0.12378746,-0.17091823,-0.26459378,-0.09043904,-0.05041384,-0.022392407,-0.17035167,-0.13423416,0.08851279,0.07506204,0.10539797
-0.057262212,0.07510046,-0.0894897,-0.1271447,0.10851443,0.13842657,0.04644478,0.14368057,-0.0635744,0.07715866,0.04979174
-0.076801285,0.1912549,0.036351435,0.124129325,-0.090436175,0.096032724,0.034097478,-0.055063337,0.12332073,0.11285916,-0.07157913
-0.09021326,-0.020346388,0.1130244,-0.2032401,0.051018223,-0.17813152,-0.0009672791,-0.05873745,0.24754229,-0.040305197,0.017218634
-0.03695496,0.18582176,0.11094703,-0.049007162,-0.04928586,0.13001336,0.012492821,-0.09966852,0.09948662,0.102856636,0.10583058
0.035882354,0.04071887,0.13960727,-0.015048906,0.12117678,0.19436842,0.22623992,-0.025337934,0.05992475,-0.1325432,0.045398787
-0.07846501,0.19874044,0.23210269,0.013125524,-0.1261464,0.07901375,0.08162846,0.110020965,-0.1787572,0.14241004,0.1293956
-0.05014077,-0.18009147,0.046976104,-0.0067970753,0.07819174,0.026020333,0.20702617,-0.059564658,0.14855897,-0.08497658,0.09857404
0.028246015,-0.037114367,0.29213658,-0.026641503,0.04658337,0.028603286,0.10786113,-0.011054024,-0.0994311,-0.03767483,-0.047818832
0.13776386,-0.056612894,0.06237033,0.00821428,-0.029954962,0.087219454,0.080520965,-0.003813684,0.027235389,0.03472422,0.14614558
-0.09096083,-0.11118998,-0.035358444,0.037026472,0.12274498,0.23676838,0.0928289,-0.027980112,0.044550955,-0.088664785,-0.09932664
0.020082846,-0.012644574,0.19602701,0.07647175,0.01314348,-0.021580175,-0.008108556,0.061976746,-0.14692327,-0.020084977,-0.13434714
-0.0415373,-0.09842959,0.084986895,-0.12396836,-0.008368224,-0.038336754,-0.088590175,-0.13385613,-0.034718752,0.07242623,0.14955759
0.12838253,-0.026322588,-0.21096045,-0.010697573,-0.09448345,0.29629132,0.19127905,0.078689456,0.095156506,0.09613152,0.14635569
0.04813482,-0.1730565,0.27319765,-0.15827663,-0.14403054,0.03924267,0.10573719,-0.034404658,0.13538204,0.14677006,0.0507226
-0.0768962,-0.10753897,0.076457724,-0.10633169,0.06265004,-0.02886048,0.10850346,-0.05170194,0.042970896,0.06582366,0.008879527
